size,group,round,id_in_group,split,high,guess,win,payoff,turker,strategy
GoR_4,133,3,3,0,1,35.0,1,1.79,A1AHYAWHM0ML7H,
GoR_4,133,3,4,0,1,100.0,0,0.27,A1ICXZVLIZM6IF,
GoR_4,133,4,1,0,1,42.0,0,0.36,AQV468FB908WI,
GoR_4,133,4,2,0,1,39.0,1,0.78,A27GL2P3W3DCWV,
GoR_4,133,4,3,0,1,49.0,0,1.79,A1AHYAWHM0ML7H,
GoR_4,133,4,4,0,1,100.0,0,0.27,A1ICXZVLIZM6IF,
GoR_4,133,5,1,0,1,36.0,1,0.36,AQV468FB908WI,
GoR_4,133,5,2,0,1,38.0,0,0.78,A27GL2P3W3DCWV,
GoR_4,133,5,3,0,1,33.0,1,1.79,A1AHYAWHM0ML7H,
GoR_4,133,5,4,0,1,100.0,0,0.27,A1ICXZVLIZM6IF,
GoR_4,133,6,1,0,1,47.0,0,0.36,AQV468FB908WI,
GoR_4,133,6,2,0,1,37.0,0,0.78,A27GL2P3W3DCWV,
GoR_4,133,6,3,0,1,34.0,1,1.79,A1AHYAWHM0ML7H,
GoR_4,133,6,4,0,1,45.0,0,0.27,A1ICXZVLIZM6IF,
GoR_4,133,7,1,0,1,31.0,0,0.36,AQV468FB908WI,
GoR_4,133,7,2,0,1,35.0,0,0.78,A27GL2P3W3DCWV,
GoR_4,133,7,3,0,1,30.0,1,1.79,A1AHYAWHM0ML7H,
GoR_4,133,7,4,0,1,32.0,0,0.27,A1ICXZVLIZM6IF,
GoR_4,133,8,1,0,1,29.0,0,0.36,AQV468FB908WI,Nothing
GoR_4,133,8,2,0,1,29.0,0,0.78,A27GL2P3W3DCWV,I tried to use the number that was the average as my guess.
GoR_4,133,8,3,0,1,29.0,0,1.79,A1AHYAWHM0ML7H,I tried to find a pattern of the other players' guesses from the previous rounds. It seemed that I won if I chose numbers in the lowers 30s so I continued to do so.
GoR_4,133,8,4,0,1,27.0,1,0.27,A1ICXZVLIZM6IF,"100 for half the rounds, then whatever sounded good afterwards. It's the same old ""Get yours and screw everyone else"" game. "
GoR_4,137,1,1,1,0,30.0,0,0.42,A4J4GGMKJ68L0,
GoR_4,137,1,2,1,0,7.0,1,0.86,AP43EYS9D1Z9E,
GoR_4,137,1,3,1,0,30.0,0,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,1,4,1,0,30.0,0,0.5,A3DTPGXKABAFEJ,
GoR_4,137,2,1,1,0,10.0,1,0.42,A4J4GGMKJ68L0,
GoR_4,137,2,2,1,0,9.0,0,0.86,AP43EYS9D1Z9E,
GoR_4,137,2,3,1,0,50.0,0,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,2,4,1,0,20.0,0,0.5,A3DTPGXKABAFEJ,
GoR_4,137,3,1,1,0,11.0,0,0.42,A4J4GGMKJ68L0,
GoR_4,137,3,2,1,0,58.0,0,0.86,AP43EYS9D1Z9E,
GoR_4,137,3,3,1,0,70.0,0,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,3,4,1,0,50.0,1,0.5,A3DTPGXKABAFEJ,
GoR_4,137,4,1,1,0,31.0,0,0.42,A4J4GGMKJ68L0,
GoR_4,137,4,2,1,0,36.0,1,0.86,AP43EYS9D1Z9E,
GoR_4,137,4,3,1,0,88.0,0,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,4,4,1,0,70.0,0,0.5,A3DTPGXKABAFEJ,
GoR_4,137,5,1,1,0,32.0,1,0.42,A4J4GGMKJ68L0,
GoR_4,137,5,2,1,0,45.0,0,0.86,AP43EYS9D1Z9E,
GoR_4,137,5,3,1,0,100.0,0,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,5,4,1,0,45.0,0,0.5,A3DTPGXKABAFEJ,
GoR_4,137,6,1,1,0,32.0,0,0.42,A4J4GGMKJ68L0,
GoR_4,137,6,2,1,0,25.0,1,0.86,AP43EYS9D1Z9E,
GoR_4,137,6,3,1,0,40.0,0,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,6,4,1,0,10.0,0,0.5,A3DTPGXKABAFEJ,
GoR_4,137,7,1,1,0,32.0,0,0.42,A4J4GGMKJ68L0,
GoR_4,137,7,2,1,0,33.0,0,0.86,AP43EYS9D1Z9E,
GoR_4,137,7,3,1,0,19.0,1,0.19,A1D4CMVMBTSIJQ,
GoR_4,137,7,4,1,0,50.0,0,0.5,A3DTPGXKABAFEJ,
GoR_4,137,8,1,1,0,23.0,0,0.42,A4J4GGMKJ68L0,"Nothing, I literally just guessed. "
GoR_4,137,8,2,1,0,18.0,1,0.86,AP43EYS9D1Z9E,My fav football players numbers
GoR_4,137,8,3,1,0,25.0,0,0.19,A1D4CMVMBTSIJQ,i was guessing 
GoR_4,137,8,4,1,0,35.0,0,0.5,A3DTPGXKABAFEJ,close to average guess
GoR_4,145,1,1,0,0,55.0,0,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,1,2,0,0,42.0,0,0.38,A1NFBKUYYVUYWF,
GoR_4,145,1,3,0,0,62.0,0,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,1,4,0,0,20.0,1,0.72,ALGXK6DY5JBLV,
GoR_4,145,2,1,0,0,30.0,0,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,2,2,0,0,25.0,1,0.38,A1NFBKUYYVUYWF,
GoR_4,145,2,3,0,0,48.0,0,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,2,4,0,0,25.0,1,0.72,ALGXK6DY5JBLV,
GoR_4,145,3,1,0,0,25.0,0,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,3,2,0,0,22.0,0,0.38,A1NFBKUYYVUYWF,
GoR_4,145,3,3,0,0,18.0,0,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,3,4,0,0,15.0,1,0.72,ALGXK6DY5JBLV,
GoR_4,145,4,1,0,0,10.0,1,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,4,2,0,0,10.0,1,0.38,A1NFBKUYYVUYWF,
GoR_4,145,4,3,0,0,16.0,0,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,4,4,0,0,10.0,1,0.72,ALGXK6DY5JBLV,
GoR_4,145,5,1,0,0,10.0,0,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,5,2,0,0,10.0,0,0.38,A1NFBKUYYVUYWF,
GoR_4,145,5,3,0,0,12.0,0,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,5,4,0,0,2.0,1,0.72,ALGXK6DY5JBLV,
GoR_4,145,6,1,0,0,2.0,0,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,6,2,0,0,3.0,1,0.38,A1NFBKUYYVUYWF,
GoR_4,145,6,3,0,0,8.0,0,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,6,4,0,0,5.0,0,0.72,ALGXK6DY5JBLV,
GoR_4,145,7,1,0,0,3.0,0,0.1,A1ZQ7A1CUV6RD8,
GoR_4,145,7,2,0,0,4.0,0,0.38,A1NFBKUYYVUYWF,
GoR_4,145,7,3,0,0,2.0,1,0.04,A1Q9M3G9O4ZN6I,
GoR_4,145,7,4,0,0,1.0,0,0.72,ALGXK6DY5JBLV,
GoR_4,145,8,1,0,0,1.0,0,0.1,A1ZQ7A1CUV6RD8,none
GoR_4,145,8,2,0,0,100.0,0,0.38,A1NFBKUYYVUYWF,I watched how the total changed and tried to adjust my guess to match that one. I think it would have been better to choose a higher number each time because everyone started choosing low numbers so the payout decreased tremendously.
GoR_4,145,8,3,0,0,2.0,1,0.04,A1Q9M3G9O4ZN6I,I decided to pick a lower number each time.
GoR_4,145,8,4,0,0,1.0,0,0.72,ALGXK6DY5JBLV,"Current time is 6:30AM for me, and it took 3 minutes for the first round to start, so i figured less then 30 people & from there i just went lower an lower"
GoR_4,149,1,1,1,1,62.0,0,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,1,2,1,1,55.0,0,0.5,AYBMCJK8G46EU,
GoR_4,149,1,3,1,1,50.0,1,1.0,A2RBRNYX991X6O,
GoR_4,149,1,4,1,1,7.0,0,1.0,A32HGUNCFIZVBL,
GoR_4,149,2,1,1,1,23.0,1,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,2,2,1,1,67.0,0,0.5,AYBMCJK8G46EU,
GoR_4,149,2,3,1,1,30.0,0,1.0,A2RBRNYX991X6O,
GoR_4,149,2,4,1,1,15.0,0,1.0,A32HGUNCFIZVBL,
GoR_4,149,3,1,1,1,2.0,0,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,3,2,1,1,35.0,0,0.5,AYBMCJK8G46EU,
GoR_4,149,3,3,1,1,25.0,1,1.0,A2RBRNYX991X6O,
GoR_4,149,3,4,1,1,25.0,1,1.0,A32HGUNCFIZVBL,
GoR_4,149,4,1,1,1,18.0,1,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,4,2,1,1,25.0,0,0.5,AYBMCJK8G46EU,
GoR_4,149,4,3,1,1,20.0,0,1.0,A2RBRNYX991X6O,
GoR_4,149,4,4,1,1,30.0,0,1.0,A32HGUNCFIZVBL,
GoR_4,149,5,1,1,1,82.0,0,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,5,2,1,1,46.0,1,0.5,AYBMCJK8G46EU,
GoR_4,149,5,3,1,1,17.0,0,1.0,A2RBRNYX991X6O,
GoR_4,149,5,4,1,1,52.0,0,1.0,A32HGUNCFIZVBL,
GoR_4,149,6,1,1,1,16.0,1,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,6,2,1,1,15.0,0,0.5,AYBMCJK8G46EU,
GoR_4,149,6,3,1,1,28.0,0,1.0,A2RBRNYX991X6O,
GoR_4,149,6,4,1,1,48.0,0,1.0,A32HGUNCFIZVBL,
GoR_4,149,7,1,1,1,3.0,0,1.5,A2Z3UZ9T9XBI8Z,
GoR_4,149,7,2,1,1,35.0,0,0.5,AYBMCJK8G46EU,
GoR_4,149,7,3,1,1,22.0,1,1.0,A2RBRNYX991X6O,
GoR_4,149,7,4,1,1,22.0,1,1.0,A32HGUNCFIZVBL,
GoR_4,149,8,1,1,1,44.0,0,1.5,A2Z3UZ9T9XBI8Z,"My instincts. As soon as a number popped in my head, that was the one I chose. Thank you so much for this fun game! I can definitely use that $3.50 on bills :) "
GoR_4,149,8,2,1,1,48.0,0,0.5,AYBMCJK8G46EU,just following my gut feelings 
GoR_4,149,8,3,1,1,15.0,0,1.0,A2RBRNYX991X6O,I tried to guess how others will decrease or increase their numbers according to the average of the previous round
GoR_4,149,8,4,1,1,18.0,1,1.0,A32HGUNCFIZVBL,I chose numbers close to what was the average
GoR_4,150,1,1,1,0,57.0,0,0.68,A11T4227GSO6EP,
GoR_4,150,1,2,1,0,50.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,1,3,1,0,30.0,1,1.05,A21HDHQPENLF2X,
GoR_4,150,1,4,1,0,60.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,2,1,1,0,40.0,0,0.68,A11T4227GSO6EP,
GoR_4,150,2,2,1,0,50.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,2,3,1,0,33.0,1,1.05,A21HDHQPENLF2X,
GoR_4,150,2,4,1,0,40.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,3,1,1,0,30.0,1,0.68,A11T4227GSO6EP,
GoR_4,150,3,2,1,0,35.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,3,3,1,0,35.0,0,1.05,A21HDHQPENLF2X,
GoR_4,150,3,4,1,0,40.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,4,1,1,0,30.0,0,0.68,A11T4227GSO6EP,
GoR_4,150,4,2,1,0,30.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,4,3,1,0,20.0,1,1.05,A21HDHQPENLF2X,
GoR_4,150,4,4,1,0,45.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,5,1,1,0,25.0,0,0.68,A11T4227GSO6EP,
GoR_4,150,5,2,1,0,40.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,5,3,1,0,22.0,1,1.05,A21HDHQPENLF2X,
GoR_4,150,5,4,1,0,35.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,6,1,1,0,18.0,1,0.68,A11T4227GSO6EP,
GoR_4,150,6,2,1,0,25.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,6,3,1,0,23.0,0,1.05,A21HDHQPENLF2X,
GoR_4,150,6,4,1,0,24.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,7,1,1,0,20.0,1,0.68,A11T4227GSO6EP,
GoR_4,150,7,2,1,0,60.0,0,0.0,ATKZ6Y1VFB8M9,
GoR_4,150,7,3,1,0,15.0,0,1.05,A21HDHQPENLF2X,
GoR_4,150,7,4,1,0,16.0,0,0.24,A10EF4V8OTA9XX,
GoR_4,150,8,1,1,0,20.0,0,0.68,A11T4227GSO6EP,I tried to estimate guesses of other participants and adjust my number to the winning one.  I expected that participants would try to give number similar to previous winning number.
GoR_4,150,8,2,1,0,100.0,0,0.0,ATKZ6Y1VFB8M9,a number that might allow someone new to win
GoR_4,150,8,3,1,0,17.0,0,1.05,A21HDHQPENLF2X,I tried to anticipate what the others would pick and aim for a number slightly lower than theirs
GoR_4,150,8,4,1,0,24.0,1,0.24,A10EF4V8OTA9XX,WE GOT Two-thirds of the average
GoR_4,154,1,1,0,0,60.0,0,0.2,ANPTDUX6LOGYY,
GoR_4,154,1,2,0,0,33.0,1,0.73,ACNHKXWKZRUZ5,
GoR_4,154,1,3,0,0,55.0,0,0.52,AJXIC6Q5EM76P,
GoR_4,154,1,4,0,0,36.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,2,1,0,0,40.0,0,0.2,ANPTDUX6LOGYY,
GoR_4,154,2,2,0,0,25.0,0,0.73,ACNHKXWKZRUZ5,
GoR_4,154,2,3,0,0,18.0,1,0.52,AJXIC6Q5EM76P,
GoR_4,154,2,4,0,0,23.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,3,1,0,0,30.0,0,0.2,ANPTDUX6LOGYY,
GoR_4,154,3,2,0,0,33.0,0,0.73,ACNHKXWKZRUZ5,
GoR_4,154,3,3,0,0,14.0,1,0.52,AJXIC6Q5EM76P,
GoR_4,154,3,4,0,0,45.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,4,1,0,0,80.0,0,0.2,ANPTDUX6LOGYY,
GoR_4,154,4,2,0,0,20.0,1,0.73,ACNHKXWKZRUZ5,
GoR_4,154,4,3,0,0,20.0,1,0.52,AJXIC6Q5EM76P,
GoR_4,154,4,4,0,0,18.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,5,1,0,0,10.0,1,0.2,ANPTDUX6LOGYY,
GoR_4,154,5,2,0,0,18.0,0,0.73,ACNHKXWKZRUZ5,
GoR_4,154,5,3,0,0,23.0,0,0.52,AJXIC6Q5EM76P,
GoR_4,154,5,4,0,0,22.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,6,1,0,0,50.0,0,0.2,ANPTDUX6LOGYY,
GoR_4,154,6,2,0,0,20.0,1,0.73,ACNHKXWKZRUZ5,
GoR_4,154,6,3,0,0,22.0,0,0.52,AJXIC6Q5EM76P,
GoR_4,154,6,4,0,0,22.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,7,1,0,0,10.0,1,0.2,ANPTDUX6LOGYY,
GoR_4,154,7,2,0,0,16.0,0,0.73,ACNHKXWKZRUZ5,
GoR_4,154,7,3,0,0,17.0,0,0.52,AJXIC6Q5EM76P,
GoR_4,154,7,4,0,0,20.0,0,0.11,A2E746SZEOVYXS,
GoR_4,154,8,1,0,0,5.0,0,0.2,ANPTDUX6LOGYY,I tried with different quantities and see which was closer to a bonus oportunity. 
GoR_4,154,8,2,0,0,33.0,0,0.73,ACNHKXWKZRUZ5,"no real strategy, started with a third of 100"
GoR_4,154,8,3,0,0,20.0,0,0.52,AJXIC6Q5EM76P,Picked small and hoped it would match
GoR_4,154,8,4,0,0,11.0,1,0.11,A2E746SZEOVYXS,I attempted to figure out what most people would try to guess after the first round and come in around 2/3 of that number.  Then I attempted to change the number to try and reestablish a value.
GoR_4,155,1,1,0,1,55.0,0,0.7,A2FXRHVBPMSXRF,
GoR_4,155,1,2,0,1,33.0,1,0.92,A2V3P1XE33NYC3,
GoR_4,155,1,3,0,1,50.0,0,0.7,A1NOINYD1FZ55T,
GoR_4,155,1,4,0,1,50.0,0,1.7,A35BY30TC8WCL4,
GoR_4,155,2,1,0,1,40.0,1,0.7,A2FXRHVBPMSXRF,
GoR_4,155,2,2,0,1,40.0,1,0.92,A2V3P1XE33NYC3,
GoR_4,155,2,3,0,1,40.0,1,0.7,A1NOINYD1FZ55T,
GoR_4,155,2,4,0,1,40.0,1,1.7,A35BY30TC8WCL4,
GoR_4,155,3,1,0,1,40.0,0,0.7,A2FXRHVBPMSXRF,
GoR_4,155,3,2,0,1,45.0,0,0.92,A2V3P1XE33NYC3,
GoR_4,155,3,3,0,1,40.0,0,0.7,A1NOINYD1FZ55T,
GoR_4,155,3,4,0,1,30.0,1,1.7,A35BY30TC8WCL4,
GoR_4,155,4,1,0,1,60.0,0,0.7,A2FXRHVBPMSXRF,
GoR_4,155,4,2,0,1,50.0,0,0.92,A2V3P1XE33NYC3,
GoR_4,155,4,3,0,1,35.0,0,0.7,A1NOINYD1FZ55T,
GoR_4,155,4,4,0,1,25.0,1,1.7,A35BY30TC8WCL4,
GoR_4,155,5,1,0,1,50.0,0,0.7,A2FXRHVBPMSXRF,
GoR_4,155,5,2,0,1,33.0,0,0.92,A2V3P1XE33NYC3,
GoR_4,155,5,3,0,1,35.0,0,0.7,A1NOINYD1FZ55T,
GoR_4,155,5,4,0,1,25.0,1,1.7,A35BY30TC8WCL4,
GoR_4,155,6,1,0,1,30.0,1,0.7,A2FXRHVBPMSXRF,
GoR_4,155,6,2,0,1,33.0,0,0.92,A2V3P1XE33NYC3,
GoR_4,155,6,3,0,1,30.0,1,0.7,A1NOINYD1FZ55T,
GoR_4,155,6,4,0,1,30.0,1,1.7,A35BY30TC8WCL4,
GoR_4,155,7,1,0,1,25.0,0,0.7,A2FXRHVBPMSXRF,
GoR_4,155,7,2,0,1,19.0,1,0.92,A2V3P1XE33NYC3,
GoR_4,155,7,3,0,1,30.0,0,0.7,A1NOINYD1FZ55T,
GoR_4,155,7,4,0,1,22.0,0,1.7,A35BY30TC8WCL4,
GoR_4,155,8,1,0,1,30.0,0,0.7,A2FXRHVBPMSXRF,I was trying to see what the others were choosing and picking from there.
GoR_4,155,8,2,0,1,21.0,0,0.92,A2V3P1XE33NYC3,Guesswork mostly. I think I got lucky
GoR_4,155,8,3,0,1,30.0,0,0.7,A1NOINYD1FZ55T,choose nearest average  number.
GoR_4,155,8,4,0,1,20.0,1,1.7,A35BY30TC8WCL4,Honestly not much to the strategy. Just wanted to pick close to what the value was in the prior round(s).
GoR_4,165,1,1,1,1,50.0,0,1.5,A2M6URTK6WO6XJ,
GoR_4,165,1,2,1,1,50.0,0,0.5,A2CSD7F60ZQLR,
GoR_4,165,1,3,1,1,44.0,0,1.0,AZP301TUFBRUG,
GoR_4,165,1,4,1,1,33.0,1,1.0,A3568WHL16R694,
GoR_4,165,2,1,1,1,20.0,1,1.5,A2M6URTK6WO6XJ,
GoR_4,165,2,2,1,1,17.0,0,0.5,A2CSD7F60ZQLR,
GoR_4,165,2,3,1,1,66.0,0,1.0,AZP301TUFBRUG,
GoR_4,165,2,4,1,1,66.0,0,1.0,A3568WHL16R694,
GoR_4,165,3,1,1,1,75.0,0,1.5,A2M6URTK6WO6XJ,
GoR_4,165,3,2,1,1,17.0,0,0.5,A2CSD7F60ZQLR,
GoR_4,165,3,3,1,1,33.0,1,1.0,AZP301TUFBRUG,
GoR_4,165,3,4,1,1,55.0,0,1.0,A3568WHL16R694,
GoR_4,165,4,1,1,1,46.0,0,1.5,A2M6URTK6WO6XJ,
GoR_4,165,4,2,1,1,24.0,1,0.5,A2CSD7F60ZQLR,
GoR_4,165,4,3,1,1,34.0,0,1.0,AZP301TUFBRUG,
GoR_4,165,4,4,1,1,35.0,0,1.0,A3568WHL16R694,
GoR_4,165,5,1,1,1,15.0,1,1.5,A2M6URTK6WO6XJ,
GoR_4,165,5,2,1,1,21.0,0,0.5,A2CSD7F60ZQLR,
GoR_4,165,5,3,1,1,36.0,0,1.0,AZP301TUFBRUG,
GoR_4,165,5,4,1,1,31.0,0,1.0,A3568WHL16R694,
GoR_4,165,6,1,1,1,30.0,0,1.5,A2M6URTK6WO6XJ,
GoR_4,165,6,2,1,1,17.0,0,0.5,A2CSD7F60ZQLR,
GoR_4,165,6,3,1,1,67.0,0,1.0,AZP301TUFBRUG,
GoR_4,165,6,4,1,1,18.0,1,1.0,A3568WHL16R694,
GoR_4,165,7,1,1,1,10.0,1,1.5,A2M6URTK6WO6XJ,
GoR_4,165,7,2,1,1,17.0,0,0.5,A2CSD7F60ZQLR,
GoR_4,165,7,3,1,1,14.0,0,1.0,AZP301TUFBRUG,
GoR_4,165,7,4,1,1,25.0,0,1.0,A3568WHL16R694,
GoR_4,165,8,1,1,1,24.0,0,1.5,A2M6URTK6WO6XJ,I noticed the numbers were usually lower in each round so I made a guess between 15-40
GoR_4,165,8,2,1,1,1.0,0,0.5,A2CSD7F60ZQLR,"all over the place - just chose favorite numbers, really"
GoR_4,165,8,3,1,1,16.0,1,1.0,AZP301TUFBRUG,just following my instinct 
GoR_4,165,8,4,1,1,40.0,0,1.0,A3568WHL16R694,just tried to guess the average number doing the math in my head 
GoR_4,167,1,1,0,1,100.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,1,2,0,1,55.0,0,0.58,A20SMUCY0FQA7Z,
GoR_4,167,1,3,0,1,28.0,0,0.61,A2M5YIOR0MJUSA,
GoR_4,167,1,4,0,1,29.0,1,0.29,A2NPUPP06POEJ0,
GoR_4,167,2,1,0,1,100.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,2,2,0,1,29.0,1,0.58,A20SMUCY0FQA7Z,
GoR_4,167,2,3,0,1,25.0,0,0.61,A2M5YIOR0MJUSA,
GoR_4,167,2,4,0,1,55.0,0,0.29,A2NPUPP06POEJ0,
GoR_4,167,3,1,0,1,34.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,3,2,0,1,29.0,0,0.58,A20SMUCY0FQA7Z,
GoR_4,167,3,3,0,1,22.0,1,0.61,A2M5YIOR0MJUSA,
GoR_4,167,3,4,0,1,25.0,0,0.29,A2NPUPP06POEJ0,
GoR_4,167,4,1,0,1,22.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,4,2,0,1,24.0,0,0.58,A20SMUCY0FQA7Z,
GoR_4,167,4,3,0,1,20.0,1,0.61,A2M5YIOR0MJUSA,
GoR_4,167,4,4,0,1,29.0,0,0.29,A2NPUPP06POEJ0,
GoR_4,167,5,1,0,1,20.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,5,2,0,1,55.0,0,0.58,A20SMUCY0FQA7Z,
GoR_4,167,5,3,0,1,19.0,1,0.61,A2M5YIOR0MJUSA,
GoR_4,167,5,4,0,1,20.0,0,0.29,A2NPUPP06POEJ0,
GoR_4,167,6,1,0,1,20.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,6,2,0,1,15.0,1,0.58,A20SMUCY0FQA7Z,
GoR_4,167,6,3,0,1,23.0,0,0.61,A2M5YIOR0MJUSA,
GoR_4,167,6,4,0,1,19.0,0,0.29,A2NPUPP06POEJ0,
GoR_4,167,7,1,0,1,20.0,0,0.1,A1Y55YV1WA1TTD,
GoR_4,167,7,2,0,1,14.0,1,0.58,A20SMUCY0FQA7Z,
GoR_4,167,7,3,0,1,18.0,0,0.61,A2M5YIOR0MJUSA,
GoR_4,167,7,4,0,1,15.0,0,0.29,A2NPUPP06POEJ0,
GoR_4,167,8,1,0,1,10.0,1,0.1,A1Y55YV1WA1TTD,None really.
GoR_4,167,8,2,0,1,15.0,0,0.58,A20SMUCY0FQA7Z,I PLAY BY MIND GAME
GoR_4,167,8,3,0,1,15.0,0,0.61,A2M5YIOR0MJUSA,GOOD 
GoR_4,167,8,4,0,1,18.0,0,0.29,A2NPUPP06POEJ0,IN WILL PROVW MY WORTH.
GoR_4,176,1,1,0,0,48.0,0,0.25,A20WI3VW3CBOWN,
GoR_4,176,1,2,0,0,69.0,0,0.62,A3QC57KUVJP5EW,
GoR_4,176,1,3,0,0,45.0,1,1.34,A29A2MQMPJW1O9,
GoR_4,176,1,4,0,0,57.0,0,0.47,A2UKCO1M1MEMZW,
GoR_4,176,2,1,0,0,52.0,0,0.25,A20WI3VW3CBOWN,
GoR_4,176,2,2,0,0,69.0,0,0.62,A3QC57KUVJP5EW,
GoR_4,176,2,3,0,0,65.0,0,1.34,A29A2MQMPJW1O9,
GoR_4,176,2,4,0,0,47.0,1,0.47,A2UKCO1M1MEMZW,
GoR_4,176,3,1,0,0,39.0,0,0.25,A20WI3VW3CBOWN,
GoR_4,176,3,2,0,0,37.0,1,0.62,A3QC57KUVJP5EW,
GoR_4,176,3,3,0,0,43.0,0,1.34,A29A2MQMPJW1O9,
GoR_4,176,3,4,0,0,48.0,0,0.47,A2UKCO1M1MEMZW,
GoR_4,176,4,1,0,0,61.0,0,0.25,A20WI3VW3CBOWN,
GoR_4,176,4,2,0,0,34.0,0,0.62,A3QC57KUVJP5EW,
GoR_4,176,4,3,0,0,26.0,1,1.34,A29A2MQMPJW1O9,
GoR_4,176,4,4,0,0,35.0,0,0.47,A2UKCO1M1MEMZW,
GoR_4,176,5,1,0,0,25.0,1,0.25,A20WI3VW3CBOWN,
GoR_4,176,5,2,0,0,28.0,0,0.62,A3QC57KUVJP5EW,
GoR_4,176,5,3,0,0,25.0,1,1.34,A29A2MQMPJW1O9,
GoR_4,176,5,4,0,0,67.0,0,0.47,A2UKCO1M1MEMZW,
GoR_4,176,6,1,0,0,28.0,0,0.25,A20WI3VW3CBOWN,
GoR_4,176,6,2,0,0,25.0,0,0.62,A3QC57KUVJP5EW,
GoR_4,176,6,3,0,0,23.0,1,1.34,A29A2MQMPJW1O9,
GoR_4,176,6,4,0,0,31.0,0,0.47,A2UKCO1M1MEMZW,
GoR_4,176,7,1,0,0,31.0,0,0.25,A20WI3VW3CBOWN,
GoR_4,176,7,2,0,0,15.0,1,0.62,A3QC57KUVJP5EW,
GoR_4,176,7,3,0,0,15.0,1,1.34,A29A2MQMPJW1O9,
GoR_4,176,7,4,0,0,24.0,0,0.47,A2UKCO1M1MEMZW,
GoR_4,176,8,1,0,0,21.0,0,0.25,A20WI3VW3CBOWN,was just trying to get the correc tnumber. Did not have a strategy really
GoR_4,176,8,2,0,0,10.0,1,0.62,A3QC57KUVJP5EW,I tried my best to guess the average. 
GoR_4,176,8,3,0,0,13.0,0,1.34,A29A2MQMPJW1O9,Trying to follow a pattern from the previous rounds.  
GoR_4,176,8,4,0,0,21.0,0,0.47,A2UKCO1M1MEMZW,tried to guess close to other players choices.
GoR_4,178,1,1,0,0,77.0,0,0.2,A15600V2C2TK1Y,
GoR_4,178,1,2,0,0,45.0,1,0.52,AXDO88EAF2SKI,
GoR_4,178,1,3,0,0,50.0,0,0.05,A115UFR6VA6OM1,
GoR_4,178,1,4,0,0,55.0,0,0.5,A2FE6HDHREXIJ5,
GoR_4,178,2,1,0,0,45.0,0,0.2,A15600V2C2TK1Y,
GoR_4,178,2,2,0,0,45.0,0,0.52,AXDO88EAF2SKI,
GoR_4,178,2,3,0,0,75.0,0,0.05,A115UFR6VA6OM1,
GoR_4,178,2,4,0,0,23.0,1,0.5,A2FE6HDHREXIJ5,
