participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.guess,player.confirm,player.guess_percent_diff,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,subsession.true_number_of_dots,subsession.image_path,subsession.worker_running,subsession.last_worker_activity,subsession.number_of_people_going_to_wait,subsession.last_prewait_check,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
400,44sj73cp,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:31:55.129433+00:00,1,A3VB6VI2TU4FID,3TE3O85731RA7VNZWHFXWJH0JOI2RH,0.02,400,216,[399],110,1,0.256756756756757,,2018-08-15 01:32:34.030341+00:00,6,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
401,wk6psjhx,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:38:05.598194+00:00,1,A24L39U14B2FUT,3DR23U6WE6XFIQC7TQFTYZR74C5TEN,1.02,401,217,[400],150,1,0.0135135135135135,,2018-08-15 01:38:47.521945+00:00,6,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
402,t2sbmsfx,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:43:02.259768+00:00,1,AKNZU4OD0T2T9,3TMFV4NEP9XQ166ABSY4T92KX3PW8H,0.02,402,218,[401],112,1,0.243243243243243,,2018-08-15 01:43:26.037158+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
403,gtxu6pch,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:45:10.217582+00:00,1,A30CGO77OY7WP0,3LPW2N6LKULUMKY3IUC0Z17WAXDU5E,0.02,403,219,[402],100,1,0.324324324324324,,2018-08-15 01:45:20.943229+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
404,7lduyly0,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:48:40.666057+00:00,1,ADU7XJYUJLGNA,3FQ5JJ512M7K9DZXSG4KNVYKZRGKNY,1.02,404,220,[403],148,1,0.0,,2018-08-15 01:49:28.171260+00:00,6,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
405,pr3ul4h3,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:50:02.839290+00:00,1,A1C7YB2GB9T6US,3N4BPTXIO9BX43J6PHG61QQE7N9KUQ,1.03,405,221,[404],148,1,0.0,,2018-08-15 01:50:07.593514+00:00,9,0.03,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
406,bm7t3rhn,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:50:51.883931+00:00,1,A8FNO9URTKF0V,36H9ULYP63DDA1GYC7LVEBPYIBUFJN,0.55,406,222,[405],120,1,0.189189189189189,,2018-08-15 01:51:03.542828+00:00,166,0.55,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
407,e8a1tqt6,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:52:44.296344+00:00,1,AKZD89B2WLSX7,33PPO7FECWYKH6IW3J55EA7DTJPID3,0.22,407,223,[406],130,1,0.121621621621622,,2018-08-15 01:53:43.384285+00:00,66,0.22,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
408,0egtkwvd,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:55:25.812275+00:00,1,A1JOGLG7TRDN37,3IKZ72A5B5Z9TR7JR5DN7I6FRVZNFZ,1.02,408,224,[407],155,1,0.0472972972972973,,2018-08-15 01:56:05.400560+00:00,5,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
409,zhnay4k3,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:56:42.211068+00:00,1,A26XN1TM6CV01T,33JKGHPFYDDFZ1Z0DSH028QOOWBNM6,1.02,409,225,[408],135,1,0.0878378378378378,,2018-08-15 01:56:59.219425+00:00,5,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
410,50mf11vn,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:56:44.167017+00:00,1,A1J6V6680FZ1L,3LRKMWOKB60J9M9Q6Y9AIMJZS522ZB,0.18,410,226,[409],133,1,0.101351351351351,,2018-08-15 01:57:40.446130+00:00,53,0.18,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
411,3lanmoa3,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 01:56:49.425845+00:00,1,A2B02APZ8OYZNT,3VNL7UK1XG27O4C3O1ZZGHC7GDLFTS,0.22,411,227,[410],171,1,0.155405405405405,,2018-08-15 01:58:27.518574+00:00,66,0.22,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
412,rdguk3is,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:07:03.567335+00:00,1,A177W8OC0RPT4N,3C44YUNSI28CYS50GEVPN78PFXKDPA,0.02,412,228,[411],120,1,0.189189189189189,,2018-08-15 02:07:09.010367+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
413,e9aw8u4z,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:07:36.545275+00:00,1,A21KU4B1XE1CLO,37U1UTWH9W5LTAPOCYOY6AU35OB8RR,0.02,413,229,[412],125,1,0.155405405405405,,2018-08-15 02:07:44.410329+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
414,0ksv7utf,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:07:59.443260+00:00,1,A1GRPIBHW72HDU,3SITXWYCNWSOS497O9E0MU6SEBHBXP,0.02,414,230,[413],116,1,0.216216216216216,,2018-08-15 02:08:26.813378+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
415,3ov58y99,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-15 02:08:04.668965+00:00,1,A31SOXYK7QP44Z,3Y4W8Q93L03P3C2W2Q4OTZX71LLDVV,0.00,415,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
416,ik8gs3tb,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-15 02:08:19.216041+00:00,1,A9TPDXYYGOW0Z,33FOTY3KEN4ZC8GKVGPO2589RH2C15,0.00,416,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
417,kww715w8,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:08:39.377881+00:00,1,AL2KG1ZCSWKBJ,3YWRV122CTID92H5GSJ3BLHNCNF8UV,0.00,417,0,,,0,,1,2018-08-15 02:08:47.490969+00:00,33,0.11,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
418,2ep8z2l8,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:10:25.323343+00:00,1,A24C061ZQBWLE9,3TU5ZICBREKLH9AOZJZY1KKY929Q88,1.39,418,232,[419],135,1,0.0878378378378378,,2018-08-15 02:11:14.417802+00:00,116,0.39,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
419,mk49a73c,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:10:32.197623+00:00,1,A2QOQF90L2WREO,3E337GFOLARF7R3E2PJ5P36RSAZGNR,0.02,419,231,[414],120,1,0.189189189189189,,2018-08-15 02:10:36.633698+00:00,5,0.02,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
420,a4b8823c,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-15 02:11:06.096105+00:00,1,A3JHXEH79DJ83L,3PIWWX1FJKPTF32UVXCGT9HQBIBJJU,0.00,420,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
421,x27bdirb,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:12:52.998120+00:00,1,A2A3IGLOU9F759,30BUDKLTXEEDXO1HSUXVVJLTO9KE5I,0.00,421,0,,,0,,1,2018-08-15 02:13:04.091630+00:00,32,0.11,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
422,7tg54p03,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:13:25.708953+00:00,1,A24UQKZP3XIK01,34Z02EIMITWGR0XDLJGEDAP3ABWT02,0.00,422,0,,,0,,1,2018-08-15 02:13:31.365803+00:00,36,0.12,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
423,6icd2oaq,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:14:37.501166+00:00,1,A8ZOLM50VUC9L,3DY4FPOOA27J4ML1KRZ8YOEBGMCVRJ,1.02,423,233,[418],140,1,0.0540540540540541,,2018-08-15 02:14:43.396385+00:00,6,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
424,2g2iuga0,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:15:13.400967+00:00,1,A171SF2UF7YUN4,3MH9DQ757XVS2HNNZQVR3YYL06SGUJ,1.02,424,234,[423],140,1,0.0540540540540541,,2018-08-15 02:15:25.328983+00:00,6,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
425,mqutjiiq,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:15:14.136199+00:00,1,A3E87M4OADYNII,3DIP6YHAPDBWK6KJQS4Y73VKQZLE8K,1.04,425,235,[424],150,1,0.0135135135135135,,2018-08-15 02:16:01.967688+00:00,13,0.04,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
426,un0myu3g,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:16:05.824280+00:00,1,A1J3ICF1NZYFCR,36DSNE9QZ6H7GETRBA4L15YCACLOJI,0.00,426,0,,,0,,1,2018-08-15 02:16:13.236746+00:00,36,0.12,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
427,vdchnevk,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:16:19.618941+00:00,1,A2WP9EC483LJY4,3300DTYQT302QAKFCMLYTUGKK57QE7,0.06,427,236,[425],45,1,0.695945945945946,,2018-08-15 02:16:42.177449+00:00,17,0.06,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
428,wrfmnhkc,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:16:32.998996+00:00,1,AX6JQ37WUHFSH,3KKG4CDWKJHE69606EYZYDE4XG994Y,1.16,428,237,[427],142,1,0.0405405405405405,,2018-08-15 02:16:43.519678+00:00,48,0.16,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
429,59h2ucxs,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:17:27.396518+00:00,1,AS7ZK30LXDC46,3TY7ZAOG5G3HOH7QRA2MCJ27RY5K0N,0.21,429,238,[428],200,1,0.351351351351351,,2018-08-15 02:17:35.152831+00:00,61,0.21,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
430,5tufr9cy,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:17:34.094414+00:00,1,ABVPW8753ZBJO,36WLNQG780TFM4IQT4O8Y5LLY56EBJ,0.38,430,239,[429],200,1,0.351351351351351,,2018-08-15 02:17:43.524024+00:00,114,0.38,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
431,yugb4mth,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:19:06.388060+00:00,1,A1IU5OP7BBZHZ7,35BLDD71I7GS6D7SU8TLKRGAP3VVZC,0.00,431,239,[430],,0,,,2018-08-15 02:19:13.639169+00:00,69,0.23,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
432,mwcnxs13,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:19:28.548367+00:00,1,A1Z3GFH6MNSU46,3WLEIWSYHP0XI19W0C33IFFUWFLH20,0.00,432,0,,,0,,1,2018-08-15 02:19:32.879191+00:00,35,0.12,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
433,wghh0s50,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:19:52.859281+00:00,1,A30H28F41UBJGK,3XUHV3NRVLHPHYSJIV51GMI6GPCH51,0.24,433,240,[430],175,1,0.182432432432432,,2018-08-15 02:20:18.065403+00:00,70,0.24,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
434,5vkrf5ks,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:20:13.637544+00:00,1,A16U186WXJXIWR,3ZSY5X72NYUOE2C4JFDU3WK3KTFORA,0.00,434,0,,,0,,1,2018-08-15 02:20:18.157595+00:00,39,0.13,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
435,7viawkih,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:21:18.961087+00:00,1,A1YBJN6WT3X8B5,3R6P78PK7LUD248YZL5HY2CJHSLTG5,0.08,435,241,[433],184,1,0.243243243243243,,2018-08-15 02:21:43.761920+00:00,25,0.08,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
436,28o0t74p,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:21:33.963674+00:00,1,A2RMR0ZSQ575XZ,3VJ40NV2QJ61UHPWN4IP3BLL8ECOTN,1.25,436,242,[435],141,1,0.0472972972972973,,2018-08-15 02:21:55.618955+00:00,75,0.25,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
437,p5d0x5ec,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:22:03.468588+00:00,1,A2NY4882G47O1C,3OB0CAO74I8NJM23TXAYRJGZBUGYHY,0.28,437,243,[436],250,1,0.689189189189189,,2018-08-15 02:22:52.687129+00:00,82,0.28,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
438,fuy0peor,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:22:45.754017+00:00,1,A34LG3H61WLXW1,35GMH2SV3F0Z5Y7ZX9TU4PLK54PEON,0.00,438,0,,,0,,1,2018-08-15 02:22:52.668367+00:00,47,0.16,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
439,1jzd818v,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:23:12.980297+00:00,1,A8LBBPY53A3O3,3SPJ033422MJASXTHXDJ3WWEOMKYJ3,0.34,439,244,[437],250,1,0.689189189189189,,2018-08-15 02:23:21.751791+00:00,102,0.34,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
440,ev547qjg,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:23:53.839723+00:00,1,AZERR1TITVNHI,3PPTZCWALR3015BB89ZBE4H28BGQZD,0.00,440,0,,,0,,1,2018-08-15 02:23:59.628931+00:00,51,0.17,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
441,uxuuwom1,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:24:08.013123+00:00,1,A345260DWNLCFD,33F859I567WR6E9SJ5WEJ8IYQLYHB2,0.23,441,245,[439],211,1,0.425675675675676,,2018-08-15 02:24:50.646162+00:00,69,0.23,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
442,qzni8ky2,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:26:15.789846+00:00,1,A36MOV8E6SYHCR,3C5W7UE9CG9KBVD4FY490AHMQALMXP,0.04,442,246,[441],800,1,4.40540540540541,,2018-08-15 02:26:32.034510+00:00,11,0.04,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
443,i9khybaj,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:26:47.044756+00:00,1,A2H07Z6XAN9HJX,3GS6S824SRGB4DTEHUNNB6SFMYPWN6,0.03,443,247,[442],120,1,0.189189189189189,,2018-08-15 02:26:53.584716+00:00,9,0.03,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
444,4gx3m969,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:28:10.068124+00:00,1,A1DIV78LN6U2D0,39PAAFCODNJWK1YTOG43Y3FT479TVU,1.02,444,248,[443],150,1,0.0135135135135135,,2018-08-15 02:28:35.031876+00:00,6,0.02,1.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
445,0xerbris,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-15 02:28:26.590455+00:00,1,A3T8PSSSNYKUI,3D8YOU6S9F3Q5OYHNDM5R7LW6SQ6U8,0.17,445,249,[444],240,1,0.621621621621622,,2018-08-15 02:28:54.106935+00:00,50,0.17,0.00,1,1,0.2,30,300,1,1,history,148,images/dots2.png,0,2018-08-15 12:21:21.007595+00:00,0,2018-08-15 12:20:51.444202+00:00,ehaxc7lu,,,33W1NHWFYH4B7159ZBO4VQW1V84TZN,3GT259VZ8H1R7O84LZM5WXUHDHUUYL,,0
