participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.company_history,player.drawn_items_history,player.decision_history,player.results_calculated,player.drawn_item,player.rand_val,player.choice_of_steps,player.choice_of_trade,player.choice_of_number_of_shares,player.price_at_start_of_round,player.price_at_end_of_round,player.price_change,player.payoff,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,n7v08ev1,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.166877+00:00,1,,,4458.88,14,"[[false, true, true], [false, true, true], [false, true, true], [false, false, true], [false, false, true], [false, false, true]]","[true, true, true, true, false, false]","[false, false, true, false, false, false]",1,1,,6,0,10,92.76826247,90.67726583,-2.090996636,20.91,20.91,1,11,1kmdkvep,,,,,,0
2,03h6p7k2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.282588+00:00,1,,,5261.8,9,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[true, false, false, false, false, true]","[false, false, false, false, false, false]",1,1,,4,0,100,91.46941627,87.41915052,-4.050265752,405.03,405.03,1,11,1kmdkvep,,,,,,0
3,s74rgywl,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.252454+00:00,1,,,11688.51,18,"[[true, true, true], [true, true, true], [true, true, true], [true, false, true], [true, false, true], [false, false, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,5,1,114,125.1439487,131.1370924,5.993143703,683.22,683.22,1,11,1kmdkvep,,,,,,0
4,psxiv44l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.333471+00:00,1,,,7693.13,13,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, false, true, true, true, true]","[false, true, false, false, true, true]",1,1,,8,0,167,76.12174789,75.87663586,-0.245112028,40.93,40.93,1,11,1kmdkvep,,,,,,0
5,liz3as6s,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.367539+00:00,1,,,5359.82,2,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, true]]","[true, true, true, true, false, true]","[true, true, true, true, true, false]",1,1,,2,1,176,66.68667206,69.03337605,2.34670399,413.02,413.02,1,11,1kmdkvep,,,,,,0
6,o1h7oliv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.421197+00:00,1,,,7220.66,21,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,7,1,104,114.7657638,120.041546,5.275782163,548.68,548.68,1,11,1kmdkvep,,,,,,0
7,pgf2ji7r,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.504222+00:00,1,,,8437.37,5,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,3,1,116,107.2609441,111.8688743,4.60793016,534.52,534.52,1,11,1kmdkvep,,,,,,0
8,kdnrkjag,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.565427+00:00,1,,,10020.91,20,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [true, false, false], [true, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,4,0,132,95.66981897,90.94660001,-4.723218962,623.46,623.46,1,11,1kmdkvep,,,,,,0
9,kmb6x265,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.575057+00:00,1,,,9818.8,23,"[[false, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,6,1,114,117.7979277,122.6193969,4.82146918,549.65,549.65,1,11,1kmdkvep,,,,,,0
10,3e5jndoo,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.642931+00:00,1,,,6548.22,8,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[true, true, false, false, false, true]","[true, true, true, true, false, true]",1,1,,2,1,86,141.544234,145.4182997,3.874065684,333.17,333.17,1,11,1kmdkvep,,,,,,0
11,24kwwpa2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.743894+00:00,1,,,6996.93,17,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, true], [true, false, true]]","[false, true, false, true, false, true]","[false, false, true, false, true, false]",1,0,,6,0,223,56.6155023,55.12481613,-1.490686176,332.42,332.42,1,11,1kmdkvep,,,,,,0
12,hpw3ngxf,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.717830+00:00,1,,,6379.86,7,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,5,0,132,87.16565463,82.90063915,-4.265015481,562.98,562.98,1,11,1kmdkvep,,,,,,0
13,q0taiwwg,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.912203+00:00,1,,,8695.58,10,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, false, true, true, true, true]","[true, true, true, true, true, true]",1,1,,5,1,140,88.7343693,93.15245354,4.418084247,618.53,618.53,1,11,1kmdkvep,,,,,,0
14,e2nca5u8,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.146234+00:00,1,,,6020.58,6,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[true, true, true, true, true, false]","[false, false, false, false, false, false]",1,1,,3,0,109,101.0154774,96.61625333,-4.39922404,479.52,479.52,1,11,1kmdkvep,,,,,,0
15,csalb3iq,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.011393+00:00,1,,,5686.23,1,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,3,0,90,123.6620009,117.4269628,-6.235038086,561.15,561.15,1,11,1kmdkvep,,,,,,0
16,i13yipgv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.088181+00:00,1,,,7801.87,12,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, false, true, false, false, true]","[false, false, false, true, false, false]",1,0,,3,0,143,88.32295509,85.28287898,-3.040076114,434.73,434.73,1,11,1kmdkvep,,,,,,0
17,1thfefg4,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.345903+00:00,1,,,5316.05,4,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[false, true, true, true, false, false]","[false, false, true, true, true, false]",1,0,,3,0,50,104.4493849,103.7997097,-0.649675174,32.48,32.48,1,11,1kmdkvep,,,,,,0
18,qxbv12yy,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.308701+00:00,1,,,3227.03,16,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, true, true, false, false, false]","[false, false, true, true, false, false]",1,0,,3,0,45,153.8258431,151.0539014,-2.771941692,124.74,124.74,1,11,1kmdkvep,,,,,,0
19,clpwqai9,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.576332+00:00,1,,,7152.23,15,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, true, false, false, true, false]","[false, false, true, false, false, false]",1,0,,4,0,136,95.93897693,93.64507599,-2.293900938,311.97,311.97,1,11,1kmdkvep,,,,,,0
20,0evsw7pn,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.338968+00:00,1,,,8026.68,22,"[[false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true]]","[false, true, true, true, true, false]","[true, false, true, true, true, true]",1,0,,10,1,65,210.0762047,216.9519989,6.875794179,446.93,446.93,1,11,1kmdkvep,,,,,,0
21,ib1s3w5l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.448985+00:00,1,,,3087.51,19,"[[false, false, true], [false, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, false, false, false, true, false]","[false, false, false, false, false, false]",1,0,,7,0,50,83.57471945,79.80299236,-3.771727089,188.59,188.59,1,11,1kmdkvep,,,,,,0
22,pu8iu4ks,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.870101+00:00,1,,,5837.84,11,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [false, false, false], [false, false, false]]","[false, false, false, true, false, false]","[false, false, false, false, false, false]",1,0,,2,0,98,118.5544937,113.0666062,-5.487887512,537.81,537.81,1,11,1kmdkvep,,,,,,0
23,i0bsf6ef,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:19.983968+00:00,1,,,6652.85,3,"[[false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, false, true]]","[true, true, false, true, true, false]","[true, true, true, false, true, true]",1,1,,6,1,90,119.1372186,122.5373948,3.400176218,306.02,306.02,1,11,1kmdkvep,,,,,,0
1,n7v08ev1,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.166877+00:00,1,,,4458.88,4,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, true, false, true, false]","[true, true, true, true, false, true]",1,1,,3,1,50,103.7997097,106.6458977,2.84618804,142.31,142.31,1,12,1kmdkvep,,,,,,0
2,03h6p7k2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.282588+00:00,1,,,5261.8,22,"[[false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, true, true], [false, false, true]]","[true, true, false, false, true, true]","[true, true, true, true, false, true]",1,1,,10,1,55,216.9519989,223.8120211,6.860022204,377.3,377.3,1,12,1kmdkvep,,,,,,0
3,s74rgywl,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.252454+00:00,1,,,11688.51,1,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [true, false, false]]","[false, false, false, false, false, true]","[false, false, false, false, false, false]",1,0,,3,0,127,117.4269628,111.7352779,-5.691684888,722.84,722.84,1,12,1kmdkvep,,,,,,0
4,psxiv44l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.333471+00:00,1,,,7693.13,14,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, true, true]]","[false, false, false, false, false, true]","[false, false, false, false, false, false]",1,0,,6,0,141,90.67726583,86.38551084,-4.291754992,605.14,605.14,1,12,1kmdkvep,,,,,,0
5,liz3as6s,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.367539+00:00,1,,,5359.82,21,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,7,1,101,120.041546,125.2669545,5.225408497,527.77,527.77,1,12,1kmdkvep,,,,,,0
6,o1h7oliv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.421197+00:00,1,,,7220.66,20,"[[true, false, false], [true, false, false], [true, false, false], [false, false, false], [false, false, false], [false, false, false]]","[true, false, true, false, false, false]","[false, false, false, false, false, false]",1,1,,4,0,137,90.94660001,87.19869062,-3.747909386,513.46,513.46,1,12,1kmdkvep,,,,,,0
7,pgf2ji7r,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.504222+00:00,1,,,8437.37,13,"[[true, true, false], [true, true, false], [true, true, false], [true, true, true], [true, true, true], [true, true, true]]","[true, false, true, true, true, true]","[true, true, true, true, true, true]",1,1,,8,1,100,75.87663586,79.51719685,3.640560989,364.06,364.06,1,12,1kmdkvep,,,,,,0
8,kdnrkjag,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.565427+00:00,1,,,10020.91,8,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, true, true, false]","[false, false, false, false, true, false]",1,0,,2,0,91,145.4182997,140.7343762,-4.683923432,426.24,426.24,1,12,1kmdkvep,,,,,,0
9,kmb6x265,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.575057+00:00,1,,,9818.8,7,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,5,0,169,82.90063915,79.10296087,-3.797678279,641.81,641.81,1,12,1kmdkvep,,,,,,0
10,3e5jndoo,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.642931+00:00,1,,,6548.22,17,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, false, true, true, true, false]","[false, false, false, false, false, false]",1,0,,6,0,100,55.12481613,52.22745579,-2.897360336,289.74,289.74,1,12,1kmdkvep,,,,,,0
11,24kwwpa2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.743894+00:00,1,,,6996.93,12,"[[false, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, false, true, true, true]","[true, true, true, false, true, true]",1,1,,3,1,70,85.28287898,87.81492765,2.532048677,177.24,177.24,1,12,1kmdkvep,,,,,,0
12,hpw3ngxf,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.717830+00:00,1,,,6379.86,10,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, true, false, false, true]","[true, true, true, true, true, true]",1,1,,5,1,129,93.15245354,97.01921189,3.866758347,498.81,498.81,1,12,1kmdkvep,,,,,,0
13,q0taiwwg,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.912203+00:00,1,,,8695.58,18,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, true, false, false, false]","[true, true, true, true, true, true]",1,0,,5,1,99,131.1370924,137.4474093,6.310316886,624.72,624.72,1,12,1kmdkvep,,,,,,0
14,e2nca5u8,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.146234+00:00,1,,,6020.58,2,"[[true, true, true], [true, true, false], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,2,1,166,69.03337605,72.26206704,3.228690998,535.96,535.96,1,12,1kmdkvep,,,,,,0
15,csalb3iq,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.011393+00:00,1,,,5686.23,16,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[true, false, true, true, true, true]","[true, true, false, true, true, true]",1,1,,3,1,60,151.0539014,155.5855184,4.531617042,271.9,271.9,1,12,1kmdkvep,,,,,,0
16,i13yipgv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.088181+00:00,1,,,7801.87,23,"[[true, true, true], [true, true, true], [true, true, true], [true, true, false], [true, true, false], [true, true, false]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,6,1,106,122.6193969,127.9974836,5.378086747,570.08,570.08,1,12,1kmdkvep,,,,,,0
17,1thfefg4,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.345903+00:00,1,,,5316.05,15,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[true, true, false, false, false, true]","[true, true, true, false, false, false]",1,1,,4,1,100,93.64507599,93.62447407,-0.020601917,-2.06,-2.06,1,12,1kmdkvep,,,,,,0
18,qxbv12yy,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.308701+00:00,1,,,3227.03,19,"[[true, false, true], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[true, false, true, false, false, false]","[true, true, false, true, false, false]",1,1,,7,1,20,79.80299236,80.19322899,0.390236633,7.8,7.8,1,12,1kmdkvep,,,,,,0
19,clpwqai9,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.576332+00:00,1,,,7152.23,5,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,3,1,120,111.8688743,117.3728229,5.503948615,660.47,660.47,1,12,1kmdkvep,,,,,,0
20,0evsw7pn,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.338968+00:00,1,,,8026.68,11,"[[false, false, false], [false, false, false], [true, false, false], [true, false, true], [true, false, true], [true, false, true]]","[false, false, true, false, false, true]","[false, false, false, false, false, false]",1,0,,2,0,125,113.0666062,107.2278466,-5.838759542,729.84,729.84,1,12,1kmdkvep,,,,,,0
21,ib1s3w5l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.448985+00:00,1,,,3087.51,6,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, true, false, true, false]","[false, false, false, false, false, false]",1,0,,3,0,55,96.61625333,92.06369548,-4.552557857,250.39,250.39,1,12,1kmdkvep,,,,,,0
22,pu8iu4ks,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.870101+00:00,1,,,5837.84,9,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[false, true, false, true, true, true]","[false, false, false, false, true, false]",1,0,,4,0,138,87.41915052,85.22405565,-2.19509487,302.92,302.92,1,12,1kmdkvep,,,,,,0
23,i0bsf6ef,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:19.983968+00:00,1,,,6652.85,3,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, true, false, true, false, false]","[true, false, true, true, true, true]",1,0,,6,1,80,122.5373948,126.817626,4.2802312,342.42,342.42,1,12,1kmdkvep,,,,,,0
1,n7v08ev1,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.166877+00:00,1,,,4458.88,5,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,3,1,80,117.3728229,122.598261,5.225438076,418.04,418.04,1,13,1kmdkvep,,,,,,0
2,03h6p7k2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.282588+00:00,1,,,5261.8,20,"[[false, false, false], [false, false, false], [false, true, false], [true, true, false], [true, true, false], [true, true, false]]","[false, false, false, true, true, true]","[false, false, false, false, true, true]",1,0,,4,0,130,87.19869062,85.70759301,-1.49109761,193.84,193.84,1,13,1kmdkvep,,,,,,0
3,s74rgywl,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.252454+00:00,1,,,11688.51,14,"[[false, false, true], [false, false, true], [false, true, true], [false, true, false], [false, true, false], [false, true, false]]","[false, true, true, false, true, false]","[false, false, false, true, false, false]",1,0,,6,0,181,86.38551084,83.82936357,-2.556147266,462.66,462.66,1,13,1kmdkvep,,,,,,0
4,psxiv44l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.333471+00:00,1,,,7693.13,3,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[true, true, false, true, true, true]",1,0,,6,1,105,126.817626,130.8605719,4.042945917,424.51,424.51,1,13,1kmdkvep,,,,,,0
5,liz3as6s,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.367539+00:00,1,,,5359.82,7,"[[false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false], [false, false, false]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,5,0,161,79.10296087,75.92618596,-3.176774909,511.46,511.46,1,13,1kmdkvep,,,,,,0
6,o1h7oliv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.421197+00:00,1,,,7220.66,18,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, true, false, false]","[true, true, false, true, true, true]",1,0,,5,1,94,137.4474093,141.2409578,3.793548496,356.59,356.59,1,13,1kmdkvep,,,,,,0
7,pgf2ji7r,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.504222+00:00,1,,,8437.37,8,"[[false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true], [false, false, true]]","[false, false, false, false, false, false]","[false, false, false, false, false, false]",1,0,,2,0,95,140.7343762,135.0881131,-5.646263174,536.4,536.4,1,13,1kmdkvep,,,,,,0
8,kdnrkjag,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.565427+00:00,1,,,10020.91,9,"[[false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [true, true, false]]","[false, false, false, false, false, true]","[false, false, false, false, false, false]",1,0,,4,0,161,85.22405565,81.08046206,-4.143593586,667.12,667.12,1,13,1kmdkvep,,,,,,0
9,kmb6x265,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.575057+00:00,1,,,9818.8,16,"[[true, false, false], [true, false, false], [true, false, false], [true, false, true], [true, false, true], [true, false, true]]","[true, true, false, false, true, true]","[true, true, true, true, true, true]",1,1,,3,1,94,155.5855184,162.9991684,7.413649953,696.88,696.88,1,13,1kmdkvep,,,,,,0
10,3e5jndoo,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.642931+00:00,1,,,6548.22,1,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[false, false, false, true, false, false]","[false, false, false, false, false, false]",1,0,,3,0,90,111.7352779,106.7753489,-4.959928988,446.39,446.39,1,13,1kmdkvep,,,,,,0
11,24kwwpa2,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.743894+00:00,1,,,6996.93,2,"[[true, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false], [false, true, false]]","[true, false, true, false, false, true]","[true, true, true, true, true, false]",1,1,,2,1,181,72.26206704,74.80352394,2.541456898,460,460,1,13,1kmdkvep,,,,,,0
12,hpw3ngxf,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.717830+00:00,1,,,6379.86,19,"[[true, false, false], [true, false, false], [true, false, false], [true, false, true], [true, false, true], [true, false, true]]","[false, false, false, false, true, true]","[false, false, false, false, false, true]",1,0,,7,0,50,80.19322899,77.95423404,-2.238994953,111.95,111.95,1,13,1kmdkvep,,,,,,0
13,q0taiwwg,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:11.912203+00:00,1,,,8695.58,12,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[false, true, false, true, false, true]","[false, false, true, false, true, false]",1,0,,3,0,156,87.81492765,86.52492637,-1.290001287,201.24,201.24,1,13,1kmdkvep,,,,,,0
14,e2nca5u8,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.146234+00:00,1,,,6020.58,13,"[[true, true, true], [true, true, false], [true, true, false], [false, true, false], [false, true, false], [false, true, false]]","[true, true, true, true, true, false]","[true, true, true, true, true, true]",1,1,,8,1,151,79.51719685,83.29585404,3.778657194,570.58,570.58,1,13,1kmdkvep,,,,,,0
15,csalb3iq,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.011393+00:00,1,,,5686.23,4,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, false, true, false, false, true]","[true, true, true, true, false, true]",1,1,,3,1,100,106.6458977,109.5722612,2.926363434,292.64,292.64,1,13,1kmdkvep,,,,,,0
16,i13yipgv,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.088181+00:00,1,,,7801.87,21,"[[true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true], [true, true, true]]","[true, true, true, true, true, true]","[true, true, true, true, true, true]",1,1,,7,1,109,125.2669545,131.6568218,6.389867348,696.5,696.5,1,13,1kmdkvep,,,,,,0
17,1thfefg4,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.345903+00:00,1,,,5316.05,11,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, true, true, true, true, false]","[false, false, false, true, false, false]",1,0,,2,0,75,107.2278466,104.7197873,-2.508059332,188.1,188.1,1,13,1kmdkvep,,,,,,0
18,qxbv12yy,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.308701+00:00,1,,,3227.03,23,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, true, false, true, true]","[true, true, true, true, true, true]",1,1,,6,1,81,127.9974836,134.2923999,6.294916244,509.89,509.89,1,13,1kmdkvep,,,,,,0
19,clpwqai9,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.576332+00:00,1,,,7152.23,17,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[false, true, true, false, false, false]","[false, false, true, true, false, false]",1,0,,6,0,269,52.22745579,51.89528917,-0.332166619,89.35,89.35,1,13,1kmdkvep,,,,,,0
20,0evsw7pn,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.338968+00:00,1,,,8026.68,10,"[[true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false], [true, true, false]]","[true, true, false, true, false, false]","[true, true, true, false, true, true]",1,1,,5,1,153,97.01921189,99.6775383,2.658326406,406.72,406.72,1,13,1kmdkvep,,,,,,0
21,ib1s3w5l,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.448985+00:00,1,,,3087.51,15,"[[true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false], [true, false, false]]","[true, false, false, true, true, true]","[true, true, false, false, true, true]",1,1,,4,1,20,93.62447407,94.75358523,1.129111157,22.58,22.58,1,13,1kmdkvep,,,,,,0
22,pu8iu4ks,,0,120,120,cascade_market,20,Standings,10.42.95.240,2017-10-11 10:44:12.870101+00:00,1,,,5837.84,22,"[[true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true], [true, false, true]]","[true, true, true, false, true, true]","[true, true, true, true, true, true]",1,1,,10,1,54,223.8120211,234.9690503,11.15702925,602.48,602.48,1,13,1kmdkvep,,,,,,0
