participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.guess,player.is_winner,player.strategy_guess,player.timeout,player.payoff,group.id_in_subsession,group.two_thirds_avg,group.best_guess,group.num_winners,group.high,group.split,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
621,oyj2epi3,,0,0,72,,,,,,0,,,0,621,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
622,qh1q1u1l,,0,0,72,,,,,,0,,,0,622,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
623,y57jnbpf,,0,0,72,,,,,,0,,,0,623,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
624,21zmq7lb,,0,0,72,,,,,,0,,,0,624,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
625,u03nlzbk,,0,0,72,,,,,,0,,,0,625,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
626,xt6fzy7a,,0,0,72,,,,,,0,,,0,626,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
627,d0cd205l,,0,0,72,,,,,,0,,,0,627,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
628,a293w97u,,0,0,72,,,,,,0,,,0,628,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
629,oi7cq1t0,,0,0,72,,,,,,0,,,0,629,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
630,zl06uk9o,,0,0,72,,,,,,0,,,0,630,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
631,v9tn3m73,,0,0,72,,,,,,0,,,0,631,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
632,edmhngad,,0,0,72,,,,,,0,,,0,632,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
633,9p03a5u9,,0,0,72,,,,,,0,,,0,633,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
634,kefej60v,,0,0,72,,,,,,0,,,0,634,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
635,du4sw2oe,,0,0,72,,,,,,0,,,0,635,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
636,h2sxmx4j,,0,0,72,,,,,,0,,,0,636,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
637,4s3awd23,,0,0,72,,,,,,0,,,0,637,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
638,myjnl40k,,0,0,72,,,,,,0,,,0,638,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
639,cqmc2mys,,0,0,72,,,,,,0,,,0,639,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
640,1s6z2rp0,,0,0,72,,,,,,0,,,0,640,,0,,0,0,1,,,,0,0,3,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
1,v7zvt78i,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:26.465391+00:00,1,A3GPTSDDHJ2DBV,3634BBTX0PDHFQWSUP0V2AAXSLFIFN,0,1,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
2,q1cwknas,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:29.063220+00:00,1,A3QLGMZOLGMBQ1,3TE22NPXPCVD930OPJ28H53NYD5446,0,2,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
3,629ak6or,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:30.479878+00:00,1,AFZKP8TAXAUCR,3L6L49WXW1GV5M4O3OLIMX91Y9045B,3,1,20,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
4,tyte17x7,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:31.213478+00:00,1,A2V5E94MHIR821,3LQ8PUHQFMB1TMNYPFOV5VMA80SIHL,0.24,8,28,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
5,ilo04wgp,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:32.919482+00:00,1,ADZ16EQ74XHJ7,37C0GNLMHGM4OMNV1IWGH7H77H46D6,1,8,20,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
6,nc5tu0dz,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:35.232673+00:00,1,A254V0U3BGBPE5,3OB0CAO74I8NJM23TXAYRJGYYJPYH6,0.33,8,25,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
7,g41l24l7,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:34.890802+00:00,1,A1HKCTDOTL6C9I,3QIYRE09Y40I3CDBK6Y2IG2KDAQ1NL,0,7,20,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
8,4zt3oosy,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:35.672815+00:00,1,AHEVIE2NY1W1Z,3P4RDNWND6PXKSIODFRGH82PLSWIJQ,0,8,32,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
9,x4m27met,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:48.722995+00:00,1,AAQREZOK13OV7,3EQHHY4HQTBBH2X8YPNJVM64OE9G5A,0.5,7,33,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
10,khhycioz,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:38.213675+00:00,1,A3IHT9LDUJNP3E,3VA45EW49O60LXDNLLYFX52P3KV1O0,0,6,38,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
11,dbjyhqcd,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:38.396641+00:00,1,A4T642D9Z2UYC,3DPNQGW4LMYROQ4287VNE3N1U4B46R,1,6,39,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
12,4f051lti,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:38.655918+00:00,1,A1UKAS30R0MFI6,3S96KQ6I9NNAQKY7XV49SH9LRPFDTO,1,5,18,1,,0,1,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
13,zx1iwuop,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:38.840524+00:00,1,A2KBMDY007JCIM,3A1COHJ8NKE84GBLGTC4S6SW54N8H3,0.91,7,34,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
14,pf4r0qsg,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:39.849624+00:00,1,A2FB7PA68MG38J,3RRCEFRB7NVXU2LX4YCVPJ9T85MB4J,1,4,20,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
15,73jn6ila,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:39.939667+00:00,1,A160X70DIV96VM,38SKSKU7R2G3FI6OG03TXNFHPH1ILS,0,5,38,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
16,drw3oxj7,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:41.449896+00:00,1,A3U5CRG5S8I800,3RXCAC0YIS8U4KGAWNUM76GVQ4AG8C,0,16,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
17,6k0tbcl1,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:41.973010+00:00,1,A32CRWJESR6AX4,3JJVG1YBECGFQLPXI3V5UBF781HB5O,1.83,8,20,0,,0,0,7,15.75,19,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
18,o8yvz85l,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:42.903475+00:00,1,ATTNJ2IHS8MH8,3R2PKQ87NXRNL0O9GC48X0U6PMRIMU,0,7,79,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
19,ykrzad1q,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:43.883871+00:00,1,A32BK0E1IPDUAF,3U4J9857OFUUDP3G6WA2SVT3Z7CB73,2.5,4,29,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
20,p8948e8p,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:44.420221+00:00,1,A3KCZB9IL6CVH,3SPJ033422MJASXTHXDJ3WWDBBTYJB,0,6,22,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
21,zshpkv33,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:44.558773+00:00,1,A3KVW46MTHGOZS,369J354OFET706XM38XONSK4K9K6GG,1,7,25,0,,0,0,7,15.75,19,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
22,osleuvr0,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:44.928313+00:00,1,A2OTDMCV8CZWML,3WQQ9FUS6BDYD38ZG1286VPYARIB8Q,3.33,3,21,1,,0,1,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
23,cwesugx9,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:45.858864+00:00,1,A31YTICDM7ZMP6,3TDXMTX3CCDLWX3HTWXR84XKZMC6I8,1,3,33,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
24,2hn1rsoo,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:46.419941+00:00,1,A1SBH6VKUPSYJZ,36U2A8VAG2IELC3BZIDV4BWQQ0TYKA,0.22,5,67,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
25,v31izcvs,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:45.921574+00:00,1,AP7BOM5KUH8KV,3X3OR7WPZ0JAQCUB7ER2KYL3MLW8LA,0,4,65,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
26,0p0i8x6b,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:46.630582+00:00,1,A14Z4HKOMDWAVG,3IXQG4FA2UHYR8R9LT8M6RK9UX0B9F,0.35,3,35,1,,0,0.35,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
27,3lmdeey7,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:47.189837+00:00,1,AH4NKYM7QEB1R,3P4MQ7TPPYVHF166JDMIXXFZIX3BBP,0.5,6,26,1,,0,0.26,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
28,c81manmp,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:47.272069+00:00,1,AX5L3UMIT4E5P,3Y4W8Q93L03P3C2W2Q4OTZX6OAVDV4,0,28,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
29,aiasq9x3,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:48.260870+00:00,1,A10VLJT7V96D9W,3VHHR074H406QYPSX9ZW6YP8B1QL70,0.51,2,79,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
30,09ckhlf2,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:48.192340+00:00,1,A23H7XNZHF8JQY,36ZN444YTSHBL39LTSJLP4JBKM6IO9,0.33,2,28,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
31,849fjvok,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:48.248434+00:00,1,A31NM1MBTECA53,3D4CH1LGEBCUIPZK1F0072B6AASG91,0,2,42,0,,0,0,2,17.67,18,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
32,jg68aznt,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:48.678898+00:00,1,A1APYLD4DUK33J,3WT783CTPC00P6YCXDID8HLH0I3BCW,0,32,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
33,y085b2hb,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:50.562839+00:00,1,ATHS9GUME1XCA,3KKG4CDWKJHE69606EYZYDE3K5J492,0,33,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
34,xr5123m0,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:55.496343+00:00,1,A299AYFO0RJGDI,3CFVK00FWM4NMYBNEZU40KPCGQ6L61,0,5,44,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
35,mgsxdxs2,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:55.509781+00:00,1,A2JCHN90PRUWDH,3QILPRALQ6E0ECXWJR7HXQPSRGW8NC,0,35,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
36,4zygsa78,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:55.671067+00:00,1,A3CJRJ5F32AVL4,3KB8R4ZV1FQD6IEHZZEWY86WYAVGBB,1,8,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
37,fpp3gcn0,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:34:56.230813+00:00,1,AV8SKBUQ7KOU5,3NG53N1RLW20HX99Z6K91FUNRVX8P8,0,37,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
38,cl2wyfrj,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:57.228895+00:00,1,AAENPSHHRVW47,3NKQQ8O39ZOPQXDWX0UJXDVNA3MDUF,1.25,1,30,0,,0,0,4,33.75,35,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
39,477rdw7x,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:58.398710+00:00,1,A1VM06KJPJEYUD,3PXX5PX6LYHCWR1EDZMM2MVT0FIBAU,1,1,25,0,,0,0,3,19.75,21,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
40,vold2zip,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:34:58.551914+00:00,1,A370MPTHYDCDKX,3IJXV6UZ1Y2EIG11LK0PJZOGV9QIRI,0,7,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
41,dvww5cfv,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:00.297134+00:00,1,A207IHY6GERCFO,3IFS6Q0HJJ2QJV1E090U99TCHB9IS6,0.74,8,13,0,,0,0,9,28.33,31,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
42,u23mk1f8,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:00.779055+00:00,1,A3KKXA7COL5JHL,3OVHNO1VE7K6CW763NTRE5A2CL1DZ4,0,6,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
43,pb1uplrj,,0,72,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:06.119681+00:00,1,A1GC1AEA2SXMSF,3UNH76FOCTO9B03EKUQBJOOUF5OYMF,0,5,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
44,g3lras3i,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:06.852966+00:00,1,A23NX7BSSB2MJE,35USIKEBNSZDAYE8QCAJDCT1LL66NO,0.36,4,82,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
45,nt2r4adn,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:07.154814+00:00,1,A1Y0Y6U906ABT5,3JZQSN0I3RT3JZQX410SHYXHD8NGFT,1,8,30,0,,0,0,10,15.67,15,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
46,wogorn76,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:10.584944+00:00,1,A3RLCGRXA34GC0,3KKG4CDWKJHE69606EYZYDE3K5J492,0,4,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
47,qhu18z7z,,0,72,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:10.891972+00:00,1,A3FY6THWKRYN9M,3EA3QWIZ4JERYVETP95KJEPYJUNITV,0,3,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
48,0r8doidy,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:11.004743+00:00,1,A2YJZYTC8WOIZT,37FMASSAYDAR29KCPNEZJKJCDNNBIY,0,3,31,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
49,dmzb913r,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:11.598996+00:00,1,A12S4E3AJF8JSK,3N1FSUEFL6JQ9ZJHIU31K9XTBQY4DJ,0.46,2,33,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
50,1xd5k0v8,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-02-12 13:35:12.554553+00:00,1,A19QI1G2HJT0MW,36WLNQG780TFM4IQT4O8Y5LKLUGBEP,0,50,,0,,0,0,1,,,,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
51,bhg9lg71,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:12.081543+00:00,1,A2FJUGTKTCIB0,3VP0C6EFSHF7SGT8EBVJ0X41GVW6MO,0,2,,0,,1,0,6,,,,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
52,wwzw0s66,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:16.006387+00:00,1,ASQJ4Z3WF3ZFP,3AMYWKA6YC5VSJEKRRAWS1T6BVB6O3,0.2,1,32,0,,0,0,5,26.17,26,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
53,bxzuo7dr,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:18.017699+00:00,1,A1S5IGVH3CF8XZ,37WLF8U1WQ9C2ST5TZI3LKCXRQ16KJ,0.46,7,31,1,,0,0.31,9,28.33,31,1,0,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
54,5t75v6zl,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:24.327411+00:00,1,A3HGPKRWUVUJKA,37TRT2X24RANXK4I75ZZVLYCQ2CBJA,0,6,20,0,,0,0,7,15.75,19,1,1,1,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
55,9dymr09k,,0,73,72,GoR_8,8,TerminateTimeouts,172.16.176.137,2018-02-12 13:35:23.356840+00:00,1,A1SKDB8E1LFK69,3K5TEWLKGWU6BNIIU45ZKWDJGF3IVB,0.49,8,33,1,,0,0.33,8,30.75,33,1,1,0,4,za97e9xb,,,3BCRDCM0ODDAG8VB3XD1X1G92G0K68,3LIIZRDE850C7BTFLUWVR18FQCRTYB,,0
