"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-Paying non-submitted hits","UPDATE-Paying non-submitted hits","CURRENT-CIBS_WoT_dots_4","UPDATE-CIBS_WoT_dots_4","CURRENT-CIBS_WoT_dots_3","UPDATE-CIBS_WoT_dots_3","CURRENT-CIBS_WoT_dots_2","UPDATE-CIBS_WoT_dots_2","CURRENT-CIBS_WoT_dots_1","UPDATE-CIBS_WoT_dots_1","CURRENT-CIBS_WoT_01_test","UPDATE-CIBS_WoT_01_test","CURRENT-CIBSGOR420180118","UPDATE-CIBSGOR420180118","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A2HOKBPO5AG218","https://master-requester.mturk.com/workers/A2HOKBPO5AG218","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","1","","","","Never Blocked","",""
"A2HOUSLZG9KA91","https://master-requester.mturk.com/workers/A2HOUSLZG9KA91","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HPDGOZQFKAAY","https://master-requester.mturk.com/workers/A2HPDGOZQFKAAY","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2HPEX0788BPXI","https://master-requester.mturk.com/workers/A2HPEX0788BPXI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2HR7ZIX42FEPG","https://master-requester.mturk.com/workers/A2HR7ZIX42FEPG","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"A2HSCKH5NKN5LP","https://master-requester.mturk.com/workers/A2HSCKH5NKN5LP","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","1","","1","","1","","Never Blocked","",""
"A2HT9ZNMIXPS91","https://master-requester.mturk.com/workers/A2HT9ZNMIXPS91","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2HTN7HCNBQ8V4","https://master-requester.mturk.com/workers/A2HTN7HCNBQ8V4","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2HV148IQETZ9","https://master-requester.mturk.com/workers/A2HV148IQETZ9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HV9CYJH2IQYE","https://master-requester.mturk.com/workers/A2HV9CYJH2IQYE","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"A2HVJ3DDE6JJ8Z","https://master-requester.mturk.com/workers/A2HVJ3DDE6JJ8Z","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A2HVJA66NYDQ0T","https://master-requester.mturk.com/workers/A2HVJA66NYDQ0T","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HW25TH8D4PCM","https://master-requester.mturk.com/workers/A2HW25TH8D4PCM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HW4UCKTT6JP2","https://master-requester.mturk.com/workers/A2HW4UCKTT6JP2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2HWC65YAL6MHK","https://master-requester.mturk.com/workers/A2HWC65YAL6MHK","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2HWE08CBKNGP7","https://master-requester.mturk.com/workers/A2HWE08CBKNGP7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HWF3DPE0MDCN","https://master-requester.mturk.com/workers/A2HWF3DPE0MDCN","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2HWHR670RYKCO","https://master-requester.mturk.com/workers/A2HWHR670RYKCO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HWXD63F0FD21","https://master-requester.mturk.com/workers/A2HWXD63F0FD21","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","1","","","","","","Never Blocked","",""
"A2HX13XTRKDD9C","https://master-requester.mturk.com/workers/A2HX13XTRKDD9C","1","0","0.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HXINMX3WHD1U","https://master-requester.mturk.com/workers/A2HXINMX3WHD1U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2HYV76M6KOEUO","https://master-requester.mturk.com/workers/A2HYV76M6KOEUO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2HZH914LU6O6J","https://master-requester.mturk.com/workers/A2HZH914LU6O6J","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2HZID2S9IVQ9G","https://master-requester.mturk.com/workers/A2HZID2S9IVQ9G","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","1","","Never Blocked","",""
"A2I0PRN7JKYRHQ","https://master-requester.mturk.com/workers/A2I0PRN7JKYRHQ","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2I19TY4P5IAIE","https://master-requester.mturk.com/workers/A2I19TY4P5IAIE","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
"A2I1B1FCNZOCZ3","https://master-requester.mturk.com/workers/A2I1B1FCNZOCZ3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","","","Never Blocked","",""
"A2I47038VNWZ4O","https://master-requester.mturk.com/workers/A2I47038VNWZ4O","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2I4VNAS21FXCE","https://master-requester.mturk.com/workers/A2I4VNAS21FXCE","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2I5G6WIA0DNX3","https://master-requester.mturk.com/workers/A2I5G6WIA0DNX3","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2I84FKOQ8Q2IK","https://master-requester.mturk.com/workers/A2I84FKOQ8Q2IK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A2I8VBHRESMG9S","https://master-requester.mturk.com/workers/A2I8VBHRESMG9S","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"A2I8YALVTOJN49","https://master-requester.mturk.com/workers/A2I8YALVTOJN49","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","1","","Never Blocked","",""
"A2I92NCLJSKVKV","https://master-requester.mturk.com/workers/A2I92NCLJSKVKV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2I93FW0EN8O3Q","https://master-requester.mturk.com/workers/A2I93FW0EN8O3Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2I9PUZT19ZBO8","https://master-requester.mturk.com/workers/A2I9PUZT19ZBO8","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","1","","Never Blocked","",""
"A2IAB0X4ZI3YS7","https://master-requester.mturk.com/workers/A2IAB0X4ZI3YS7","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","","","","","Never Blocked","",""
"A2IBBAOTG3O140","https://master-requester.mturk.com/workers/A2IBBAOTG3O140","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2IBOTDUD5UAPU","https://master-requester.mturk.com/workers/A2IBOTDUD5UAPU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2IBTYRQIZX1N6","https://master-requester.mturk.com/workers/A2IBTYRQIZX1N6","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2IC2PVR57RY5C","https://master-requester.mturk.com/workers/A2IC2PVR57RY5C","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2ICUMRPC5OK68","https://master-requester.mturk.com/workers/A2ICUMRPC5OK68","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2ICVDCUQ736Y9","https://master-requester.mturk.com/workers/A2ICVDCUQ736Y9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2ID4B3JMUWAP7","https://master-requester.mturk.com/workers/A2ID4B3JMUWAP7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2IF4TYEH1MUKQ","https://master-requester.mturk.com/workers/A2IF4TYEH1MUKQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2IF9183BLLNF0","https://master-requester.mturk.com/workers/A2IF9183BLLNF0","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A2IIA81B0ZLHC5","https://master-requester.mturk.com/workers/A2IIA81B0ZLHC5","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2IICB0FDT3QE2","https://master-requester.mturk.com/workers/A2IICB0FDT3QE2","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2IJFFSLEZ7SFN","https://master-requester.mturk.com/workers/A2IJFFSLEZ7SFN","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"A2IJQ30G1BWGVK","https://master-requester.mturk.com/workers/A2IJQ30G1BWGVK","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2IK4Y33UY7YFK","https://master-requester.mturk.com/workers/A2IK4Y33UY7YFK","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","1","","","","","","","","Never Blocked","",""
"A2ILAQ1PWDBZ28","https://master-requester.mturk.com/workers/A2ILAQ1PWDBZ28","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"A2ILIOIUUKPC13","https://master-requester.mturk.com/workers/A2ILIOIUUKPC13","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A2ILUP6FN8HKKC","https://master-requester.mturk.com/workers/A2ILUP6FN8HKKC","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2IMJK03P2KAUZ","https://master-requester.mturk.com/workers/A2IMJK03P2KAUZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2IMMQ5AS3ZK78","https://master-requester.mturk.com/workers/A2IMMQ5AS3ZK78","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2INQVXLY4VU3N","https://master-requester.mturk.com/workers/A2INQVXLY4VU3N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A2INXY39KBM92F","https://master-requester.mturk.com/workers/A2INXY39KBM92F","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2IOFEBP966IA8","https://master-requester.mturk.com/workers/A2IOFEBP966IA8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2IOYG5PYLN3G4","https://master-requester.mturk.com/workers/A2IOYG5PYLN3G4","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","","","","","Never Blocked","",""
"A2IP5E5ITPEVPU","https://master-requester.mturk.com/workers/A2IP5E5ITPEVPU","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2IP7S7NLJB4GD","https://master-requester.mturk.com/workers/A2IP7S7NLJB4GD","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2IPO6UJZDIQ91","https://master-requester.mturk.com/workers/A2IPO6UJZDIQ91","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"A2IQ0QCTQ3KWLT","https://master-requester.mturk.com/workers/A2IQ0QCTQ3KWLT","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","1","","Never Blocked","",""
"A2IQFNKKQ4VU1U","https://master-requester.mturk.com/workers/A2IQFNKKQ4VU1U","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","1","","","","Never Blocked","",""
"A2IQPCAZH3Z2YH","https://master-requester.mturk.com/workers/A2IQPCAZH3Z2YH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2IRMLMNI01SAP","https://master-requester.mturk.com/workers/A2IRMLMNI01SAP","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","","","","","Never Blocked","",""
"A2IT0FL1FL5LZJ","https://master-requester.mturk.com/workers/A2IT0FL1FL5LZJ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A2ITB77JD32UHH","https://master-requester.mturk.com/workers/A2ITB77JD32UHH","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2ITS34MWXCE0N","https://master-requester.mturk.com/workers/A2ITS34MWXCE0N","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2ITWZEPLR27SK","https://master-requester.mturk.com/workers/A2ITWZEPLR27SK","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2IU5TX5S0FA1C","https://master-requester.mturk.com/workers/A2IU5TX5S0FA1C","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","1","","1","","Never Blocked","",""
"A2IWEG5LM0PTIC","https://master-requester.mturk.com/workers/A2IWEG5LM0PTIC","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2IXBTOWQRCLPZ","https://master-requester.mturk.com/workers/A2IXBTOWQRCLPZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A2IY2RXNZ4UEPJ","https://master-requester.mturk.com/workers/A2IY2RXNZ4UEPJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2IYMT4S5WT96I","https://master-requester.mturk.com/workers/A2IYMT4S5WT96I","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2IZOZ95A980M9","https://master-requester.mturk.com/workers/A2IZOZ95A980M9","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","1","","","","","","","","Never Blocked","",""
"A2J1YLHGVPR16F","https://master-requester.mturk.com/workers/A2J1YLHGVPR16F","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2J237J8KM3OCS","https://master-requester.mturk.com/workers/A2J237J8KM3OCS","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2J2P9JE374XCM","https://master-requester.mturk.com/workers/A2J2P9JE374XCM","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2J37FCRL0S479","https://master-requester.mturk.com/workers/A2J37FCRL0S479","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A2J40U4CEVDUHH","https://master-requester.mturk.com/workers/A2J40U4CEVDUHH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2J4CYBAKI5HXU","https://master-requester.mturk.com/workers/A2J4CYBAKI5HXU","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2J51W7F7HAHWI","https://master-requester.mturk.com/workers/A2J51W7F7HAHWI","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2J5BFTF4R4NJC","https://master-requester.mturk.com/workers/A2J5BFTF4R4NJC","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","1","","","","Never Blocked","",""
"A2J65ZHAJQDKAC","https://master-requester.mturk.com/workers/A2J65ZHAJQDKAC","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2J6T9ELNZ97JH","https://master-requester.mturk.com/workers/A2J6T9ELNZ97JH","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2J7L7S9GCPJ8V","https://master-requester.mturk.com/workers/A2J7L7S9GCPJ8V","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2J7XOAS72YN0","https://master-requester.mturk.com/workers/A2J7XOAS72YN0","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2J8249FG4GTJW","https://master-requester.mturk.com/workers/A2J8249FG4GTJW","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","","","","","","","Never Blocked","",""
"A2J84AUK1GVTEA","https://master-requester.mturk.com/workers/A2J84AUK1GVTEA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2J8DTVZ7YT96U","https://master-requester.mturk.com/workers/A2J8DTVZ7YT96U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2J988AKKQE93","https://master-requester.mturk.com/workers/A2J988AKKQE93","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2J9ZWDTAFJW65","https://master-requester.mturk.com/workers/A2J9ZWDTAFJW65","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","1","","","","Never Blocked","",""
"A2JA19C4Y5JZD3","https://master-requester.mturk.com/workers/A2JA19C4Y5JZD3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2JA8QB8PGYGHJ","https://master-requester.mturk.com/workers/A2JA8QB8PGYGHJ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","1","","","","","","","","Never Blocked","",""
"A2JA97HIWWM086","https://master-requester.mturk.com/workers/A2JA97HIWWM086","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2JB8UQN3UIJMD","https://master-requester.mturk.com/workers/A2JB8UQN3UIJMD","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A2JC1GIGI1QAXA","https://master-requester.mturk.com/workers/A2JC1GIGI1QAXA","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A2JCE6MD27QA5D","https://master-requester.mturk.com/workers/A2JCE6MD27QA5D","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JCK494NV7TFX","https://master-requester.mturk.com/workers/A2JCK494NV7TFX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2JDF84RUDFR3A","https://master-requester.mturk.com/workers/A2JDF84RUDFR3A","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JDJF86FCPBR9","https://master-requester.mturk.com/workers/A2JDJF86FCPBR9","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JE7K0KJX6HWZ","https://master-requester.mturk.com/workers/A2JE7K0KJX6HWZ","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","1","","Never Blocked","",""
"A2JEBYJXNIHUFS","https://master-requester.mturk.com/workers/A2JEBYJXNIHUFS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2JEM59HAWM4GX","https://master-requester.mturk.com/workers/A2JEM59HAWM4GX","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","1","","","","Never Blocked","",""
"A2JEMCGIO2SROI","https://master-requester.mturk.com/workers/A2JEMCGIO2SROI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2JFRMQ3M0YZT2","https://master-requester.mturk.com/workers/A2JFRMQ3M0YZT2","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","1","","Never Blocked","",""
"A2JG82727N5NFW","https://master-requester.mturk.com/workers/A2JG82727N5NFW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","","","","","Never Blocked","",""
"A2JHF7CU91EVXW","https://master-requester.mturk.com/workers/A2JHF7CU91EVXW","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2JI1AH1YMSBC4","https://master-requester.mturk.com/workers/A2JI1AH1YMSBC4","5","4","80.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2JI7RGC80105T","https://master-requester.mturk.com/workers/A2JI7RGC80105T","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","1","","","","","","Never Blocked","",""
"A2JIEQQQIGK6P7","https://master-requester.mturk.com/workers/A2JIEQQQIGK6P7","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JIRC73O88L0U","https://master-requester.mturk.com/workers/A2JIRC73O88L0U","6","6","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","1","","Never Blocked","",""
"A2JISAJBHTFGDI","https://master-requester.mturk.com/workers/A2JISAJBHTFGDI","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JIYLV1WGFURS","https://master-requester.mturk.com/workers/A2JIYLV1WGFURS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2JJAEQ8LHRWNV","https://master-requester.mturk.com/workers/A2JJAEQ8LHRWNV","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2JJRPI671MF0U","https://master-requester.mturk.com/workers/A2JJRPI671MF0U","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2JKVHG74T4DBD","https://master-requester.mturk.com/workers/A2JKVHG74T4DBD","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","","","","","Never Blocked","",""
"A2JL0ZAMJJ8N14","https://master-requester.mturk.com/workers/A2JL0ZAMJJ8N14","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JLC8QJEAU6BO","https://master-requester.mturk.com/workers/A2JLC8QJEAU6BO","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","1","","","","","","","","","","","","Never Blocked","",""
"A2JMA3N43YNDLG","https://master-requester.mturk.com/workers/A2JMA3N43YNDLG","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JMIAOV67CPHI","https://master-requester.mturk.com/workers/A2JMIAOV67CPHI","4","4","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2JMPB5BLPWK1Q","https://master-requester.mturk.com/workers/A2JMPB5BLPWK1Q","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2JNCB317KX86V","https://master-requester.mturk.com/workers/A2JNCB317KX86V","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2JNYVMDO31OXZ","https://master-requester.mturk.com/workers/A2JNYVMDO31OXZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JO32VUPT9PSX","https://master-requester.mturk.com/workers/A2JO32VUPT9PSX","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JO52BHJMCRD8","https://master-requester.mturk.com/workers/A2JO52BHJMCRD8","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2JOHICL072IY3","https://master-requester.mturk.com/workers/A2JOHICL072IY3","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2JOYFL2Q26WPK","https://master-requester.mturk.com/workers/A2JOYFL2Q26WPK","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2JP9IKRHNLRPI","https://master-requester.mturk.com/workers/A2JP9IKRHNLRPI","2","2","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","","","1","","","","Never Blocked","",""
"A2JPERYGD2TMBY","https://master-requester.mturk.com/workers/A2JPERYGD2TMBY","5","5","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","1","","1","","1","","","","Never Blocked","",""
"A2JPOXYZM5AJZZ","https://master-requester.mturk.com/workers/A2JPOXYZM5AJZZ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","1","","","","","","1","","","","Never Blocked","",""
"A2JSDX3J1ZYTWS","https://master-requester.mturk.com/workers/A2JSDX3J1ZYTWS","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","","","1","","Never Blocked","",""
"A2JTSKVT0ZDDYQ","https://master-requester.mturk.com/workers/A2JTSKVT0ZDDYQ","1","1","100.00%","0","0","0.00%","0","0","0.00%","","","","","","","","","","","1","","","","Never Blocked","",""
"A2JTV44ZIGMS5D","https://master-requester.mturk.com/workers/A2JTV44ZIGMS5D","3","3","100.00%","0","0","0.00%","0","0","0.00%","","","1","","1","","","","1","","","","","","Never Blocked","",""
